policy,tau,K,M,lockout_hours,n_patients,n_sepsis,n_nonsepsis,sepsis_detected,sepsis_detection_rate,nonsepsis_alerted,nonsepsis_alert_rate,alerts_total,alerts_per_100_patient_hours,lead_time_median,lead_time_mean,lead_ge_1_rate,lead_ge_3_rate,lead_ge_6_rate,policy_name
B_persistence,0.10316455696202531,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,142,0.741708017759206,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
B_persistence,0.10443037974683544,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.10569620253164556,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.10696202531645568,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.10822784810126582,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.10949367088607595,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.11075949367088607,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.11202531645569619,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.11329113924050632,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.11455696202531644,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.11582278481012658,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.11708860759493671,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.11835443037974683,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.11962025316455695,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.12088607594936708,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.12215189873417721,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.12341772151898733,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.12468354430379745,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.1259493670886076,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.12721518987341773,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.12848101265822784,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.12974683544303794,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.13101265822784808,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.1322784810126582,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.13354430379746834,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.13481012658227848,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.1360759493670886,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.13734177215189874,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.13860759493670885,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
