feature,importance_mean,importance_std
Resp__max_6h,-4.988336713614475e-05,9.286014062742125e-05
SBP__prev1,-5.072538816832215e-05,0.00011388937012940608
O2Sat__std_6h,-5.223078518098716e-05,3.6932772346443445e-05
Hgb__min_24h,-5.3955690580983485e-05,5.4196610731941576e-05
HR__std_6h,-5.474415673835553e-05,0.00010120765624759389
Phosphate__max_12h,-5.47903701353894e-05,0.0006182323360444718
SBP__max_24h,-5.57405917384985e-05,0.00034737756232057157
Alkalinephos__mean_12h,-5.645943039020995e-05,0.00011085173182014496
Hgb__mean_24h,-5.7060380736031406e-05,4.4777079426058295e-05
PaCO2__mean_24h,-5.9526347696623316e-05,0.00011636752906906344
Creatinine__min_12h,-6.060770802410173e-05,2.473411976107633e-05
MAP__mean_12h,-6.07310701199619e-05,5.229943967560972e-05
Creatinine__mean_12h,-6.417672018292102e-05,0.00021894265892274112
TroponinI__mean_6h,-6.454644929663287e-05,5.695832519515058e-05
SBP__max_12h,-6.499527034660537e-05,0.00016325578350773423
MAP__min_24h,-6.894485388989985e-05,4.080857992403954e-05
Glucose__min_6h,-6.943982177616152e-05,6.724979729253639e-05
WBC__max_24h,-7.053944188919845e-05,0.00014102771683290185
O2Sat__std_24h,-7.145026959551291e-05,0.00010612235057079003
O2Sat__max_6h,-7.20907783556892e-05,0.00029421475082752087
Temp__delta_6h,-7.508002453791602e-05,4.618667522876907e-05
Lactate__min_12h,-7.719071659671881e-05,9.060601373617064e-05
DBP__std_6h,-8.155455093312425e-05,7.773092043225112e-05
Resp__delta_1h,-8.323420765159878e-05,2.6401096275020074e-05
MAP__max_6h,-8.774819613648019e-05,0.0001926029264445635
WBC__delta_6h,-8.824043682098659e-05,0.00040826009702043116
HR__min_12h,-9.043961963632483e-05,0.0001716050398759887
PTT__min_24h,-9.086529809856157e-05,3.8085811597499356e-05
Creatinine__min_24h,-9.489240412751704e-05,0.0004315000997098417
Alkalinephos__delta_6h,-9.634479631804888e-05,0.00010363536710123356
Platelets__prev1,-9.693488094397054e-05,9.299525188302613e-05
Resp__std_24h,-0.00010091775652415,0.0001336066453367065
SBP__min_24h,-0.00010774155754818577,0.0005647468864379161
pH__min_6h,-0.0001114172826076299,2.3040405651150484e-05
Calcium__max_12h,-0.00011339394355249402,7.670491820853526e-05
PTT__mean_24h,-0.00011588722231899496,1.8223615883566695e-05
BUN__max_6h,-0.00011845911551300285,6.170429201728645e-05
SBP__mean_24h,-0.00012433990829031398,0.00017918835657571955
HR__mean_12h,-0.0001266923864717788,0.00011178931399045793
Calcium__max_6h,-0.00013080116381518255,0.00018296529423128362
HR__std_12h,-0.00013082195758894305,0.00020867390620699474
Lactate__miss,-0.00013885582969987528,0.0001739252796453001
HR__max_12h,-0.00014115651869341613,8.620760159764113e-05
Chloride__max_12h,-0.00014133511243140718,0.00012631924054219747
Resp__delta_6h,-0.00014171035152209203,5.680298204714317e-05
Platelets__min_24h,-0.00014293133610344434,0.0004159010752630564
SBP__delta_1h,-0.00014459405107599977,0.00016228001716227767
Platelets__mean_12h,-0.00014849741583402876,6.918975825223569e-05
Creatinine__max_12h,-0.00015259004711387284,5.193416863839743e-05
O2Sat__max_12h,-0.00016315561567207913,7.004747413964522e-05
Temp__mean_24h,-0.00017028166647102883,0.0004968274396320076
AST__max_24h,-0.000171172624394285,4.572498532972539e-05
Platelets__std_24h,-0.00017881140550774082,0.0006061688110610587
EtCO2__std_24h,-0.00018628295234648145,0.00011440262607214772
PaCO2__mean_12h,-0.00019359491255081074,0.0005364291840712844
Magnesium__std_12h,-0.00019413063286600405,3.564403887643435e-05
Glucose__max_24h,-0.00020960419136255211,0.00025440435925481504
Potassium__min_12h,-0.0002253888778676639,0.00012401949941475866
MAP__max_24h,-0.0002283885468823325,0.0009772592228855623
Age__mean_6h,-0.00023935777335428715,0.0007404153928621893
Hct__max_6h,-0.00024006599126402754,6.446310689181819e-05
Glucose__mean_12h,-0.00024415742648610023,0.0006330029184123507
Magnesium__min_6h,-0.00024588051542914286,0.0001496301315368189
Resp__std_12h,-0.0002661040099106453,0.0001171051755430883
DBP__mean_24h,-0.00026914084358417085,0.00010478077256775162
SBP__max_6h,-0.0002733328316627033,0.00024990411013697583
Glucose__max_6h,-0.0002972435611136697,0.00027572719478224754
BUN__std_24h,-0.00029764305019645707,0.000258354461557858
PaCO2__max_12h,-0.00029826594380711225,0.00019071651898076722
O2Sat__mean_24h,-0.0002997018233030006,0.0002897465608369731
Phosphate__mean_24h,-0.0003013712768308199,0.00023219733351496067
Resp__max_12h,-0.0003065143859705319,0.000485972255593399
BUN__std_12h,-0.0003320818460925218,0.00011050135472940028
PaCO2__max_24h,-0.00033209362240043506,0.0003848548355409319
Fibrinogen__min_6h,-0.00034527589649309767,0.0002556317719631103
MAP__prev1,-0.0003452878755817265,0.0002311093175905047
Hgb__delta_6h,-0.00034677258749001537,0.000435475205761031
Magnesium__mean_12h,-0.0004070484751464825,0.0004294626527736922
Phosphate__max_6h,-0.00041399001044879427,0.00013308774483794202
Glucose__min_12h,-0.00043809451772901616,0.0001151289597739235
Temp__max_6h,-0.0004422991069904846,0.0003127754251523967
BUN__mean_12h,-0.00046160269335097524,0.0003037748877872741
Temp__min_24h,-0.0004702453386398026,0.0005343822875315069
Resp__mean_12h,-0.00048384841983580555,0.0002838800203318656
pH__max_12h,-0.0005086828680985982,0.00039387244212840927
Fibrinogen__min_12h,-0.0005215398775794339,0.00029642685142695
Hct__std_24h,-0.0005731185021093826,0.0004973108145579035
Phosphate__mean_12h,-0.0006448086536503182,0.00031171750183260914
pH__mean_24h,-0.0006983038152726365,0.00017537059753059623
MAP__max_12h,-0.0008000632486511467,0.00016127259992463488
Phosphate__prev1,-0.0008375724322564691,0.0007012793275935844
Resp__max_24h,-0.0008442666669472507,0.0004377304667271675
pH__delta_6h,-0.00084441556265732,0.0006530799993208856
Resp__min_6h,-0.0008759467618733579,0.0010085857128887127
HR__max_24h,-0.0009134258525364611,0.0009501088797120588
SBP__min_12h,-0.0009649098381564962,0.00120026226374884
Phosphate__std_24h,-0.0010051372554316248,0.00030891008448020676
Magnesium__std_24h,-0.0010141836835851309,0.000325204725680532
Bilirubin_total__mean_24h,-0.001033843301986873,0.00017545005202522311
HR__mean_24h,-0.0010771548327924815,0.0007127435784021594
SaO2__delta_6h,-0.0011351974078280178,0.00018686356852502627
Temp__prev1,-0.0011659207380840882,0.0005833653250604511
Bilirubin_total__min_12h,-0.001218464283414306,0.0004125853838010846
Magnesium__prev1,-0.0014496555320859207,0.0005201824216700223
Phosphate__max_24h,-0.0016960748180419364,0.0005147119243137396
Magnesium__mean_24h,-0.0020276659276493468,0.0014760494368358465
HR__std_24h,-0.0020425494349886114,0.0019299162579764898
O2Sat__mean_6h,-0.002462585935136986,0.00020035831651119313
BaseExcess__std_24h,-0.00249956258132812,0.00015440989107174064
TroponinI__max_24h,-0.0031529299523724063,0.00027918214815213964
DBP__std_12h,-0.003245936397287556,0.004240918483856162
Potassium__std_12h,-0.004608509038949931,0.0011969672361721035
